epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,63.3438,1.30155,3.1226,1.70952,0.69234,0.19217,0.28342,0.12777,1.51753,3.52314,2.27384,0.000328767,0.000328767,0.000328767
2,126.02,1.37372,2.51733,1.73049,0.51555,0.42967,0.35961,0.17862,1.66503,3.4319,2.46113,0.000640251,0.000640251,0.000640251
